fiscal_yr,service_id,service_name_en,service_name_fr,service_description_en,service_description_fr,service_type,service_recipient_type,service_scope,client_target_groups,program_id,program_name_en,program_name_fr,client_feedback_channel,automated_decision_system,automated_decision_system_description_en,automated_decision_system_description_fr,service_fee,os_account_registration,os_authentication,os_application,os_decision,os_issuance,os_issue_resolution_feedback,os_comments_client_interaction_en,os_comments_client_interaction_fr,last_service_review,last_service_improvement,sin_usage,cra_bn_identifier_usage,num_phone_enquiries,num_applications_by_phone,num_website_visits,num_applications_online,num_applications_in_person,num_applications_by_mail,num_applications_by_email,num_applications_by_fax,num_applications_by_other,num_applications_total,special_remarks_en,special_remarks_fr,service_uri_en,service_uri_fr,owner_org,owner_org_title
2023-2024,129,Geospatial,Produits géospatiaux,"Provides online access to agriculture-related maps, geospatial data and tools to help clients understand the geography of agriculture and make better decisions for environmentally responsible yet competitive agriculture",Offre un accès en ligne aux cartes données géospatiales et outils liés à l'agriculture pour aider les clients à comprendre la géographie de l'agriculture et à prendre de meilleures décisions pour une agriculture respectueuse de l'environnement tout en étant compétitives.,INFO,CLIENT,EXTERN,ECONOM,BWO01,'Foundational Science and Research','Science et recherche fondamentales',"EML,ONL",N,,,N,NA,NA,NA,NA,Y,Y,"The online services, Account Registration/Enrollment and Authentication/Online Application/Online Decision, are not applicable as this is an information service and clients are not required to identify themselves.","Les services en ligne, l’enregistrement/inscription du compte, l’authentification, le demande et décision, ne s’appliquent pas parce qu’il s’agit d’un service d’information et que les clients n’ont pas à s’identifier.",2020-2021,2020-2021,NA,NA,NA,NA,2831,NA,NA,NA,120,NA,NA,120,The columns for number of applications were left blank because this is an online information service.,Les colonnes du nombre de demandes ont été laissées en blanc parce qu’il s’agit d’un service d’information en ligne.,https://agriculture.canada.ca/en/agricultural-programs-and-services/geospatial-products,https://agriculture.canada.ca/fr/programmes-services-agricoles/produits-geospatiaux,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,1985,Local Food Infrastructure Fund,Fonds des infrastructures alimentaires locales,The program aims to strengthen food systems and to facilitate access to safe and nutritious food for at-risk populations.,Le programme vise à renforcer les systèmes alimentaires et à faciliter l’accès à des aliments sains et nutritifs pour les populations à risqué.,"GNC,RES",CLIENT,EXTERN,NGO,BWN02,'Sector Engagement and Development','Mobilisation et développement du secteur',"EML,ONL,POST,TEL",N,,,N,N,N,N,N,Y,Y,,,2022-2023,2023-2024,NA,Y,408,NA,NA,NA,NA,0,969,NA,NA,969,"Phone application are blank because the submission of a completed application form is required. 

Online applications is not applicable because AAFC does not offer an online channel for this service at this time. 

In-person applications is blank because AAFC does not offer an in-person channel for this service.

Fax applications is blank because AAFC does not offer a fax channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/agricultural-programs-and-services/local-food-infrastructure-fund,https://agriculture.canada.ca/fr/programmes-services-agricoles/fonds-infrastructures-alimentaires-locales,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,150,Market Access Single Window,Guichet unique pour l'accès aux marchés,"Provides a single window email account that allows for 2-way communication with external stakeholders (industry, provinces, territories) on market access through three functions: 
-Incoming requests for information from outside stakeholders;
 - Mechanism to broadcast messages of wide interest to stakeholders;
 - Mechanism to solicit information or feedback from outside stakeholders","Offre un compte courriel à guichet unique qui permet une communication bilatérale avec des intervenants externes (industrie, provinces, territoires) sur l'accès aux marchés grâce à trois fonctions : il répond aux demandes d’information des intervenants externes; il diffuse des messages d’intérêt général aux intervenants; il sollicite de l’information ou des commentaires auprès des intervenants externes",INFO,CLIENT,EXTERN,ECONOM,BWN01,'Trade and Market Expansion','Croissance du commerce et des marchés',"EML,ONL",N,,,N,NA,NA,NA,NA,NA,Y,"The online services, Account Registration/Enrollment and Authentication/Online Application/Online Decision, are not applicable as this is an information service and clients are not required to identify themselves.","Les services en ligne, l’enregistrement/inscription du compte, l’authentification, le demande et décision, ne s’appliquent pas parce qu’il s’agit d’un service d’information et que les clients n’ont pas à s’identifier.",2021-2022,2021-2022,NA,NA,NA,NA,2015,NA,NA,NA,598,NA,NA,598,The columns for number of applications were left blank because this is an online information service.,Les colonnes du nombre de demandes ont été laissées en blanc parce qu’il s’agit d’un service d’information en ligne.,https://agriculture.canada.ca/en/international-trade/single-window-contact-agri-food-trade-services,https://agriculture.canada.ca/fr/commerce-international/guichet-unique-communiquer-service-dexportation-agroalimentaire,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV02746,Market Development Program for Turkey and Chicken,Programme de développement des marchés du dindon et du poulet,"The program will help increase domestic demand and consumption of Canadian turkey and chicken products through industry-led promotional activities that differentiate Canadian products and producers, and leverage Canada’s reputation for high quality and safe food.",Le programme aidera à accroître la demande et la consommation de produits canadiens du dindon et du poulet au pays grâce à des activités promotionnelles menées par l’industrie afin de mettre de l’avant les produits et les producteurs canadiens et de miser sur la réputation du Canada comme producteur d’aliments salubres et de grande qualité.,"GNC,RES",CLIENT,EXTERN,NGO,BWN04,'Supply Management Initiatives',"""Initiatives de gestion de l'offre""","EML,ONL,POST,TEL",N,,,N,N,N,N,N,Y,Y,,,2021-2022,2022-2023,NA,Y,1,NA,NA,NA,NA,0,2,NA,NA,2,"Phone application are blank because the submission of a completed application form is required. 

Online applications is not applicable because AAFC does not offer an online channel for this service at this time. 

In-person applications is blank because AAFC does not offer an in-person channel for this service.

Fax applications is blank because AAFC does not offer a fax channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/agricultural-programs-and-services/market-development-program-turkey-and-chicken,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-developpement-marches-du-dindon-du-poulet,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,149,Market Intelligence and Information Service,Services de renseignements sur les marchés,"Provides market intelligence reports and trade data to the agriculture, agri-food and seafood industries to increase the Canadian sector's competitiveness in global markets and provides coordinated direct market research reports through provinces to industry to help increase their international business knowledge in order to make more informed business decisions.","Offre des rapports sur les marchés et des données commerciales aux industries agricoles, agroalimentaires et des produits de la mer afin d'accroître la compétitivité du secteur canadien sur les marchés mondiaux, et fournit à l'industrie des rapports coordonnés sur les études de marché par l'entremise des provinces  afin d'améliorer ses connaissances sur le commerce international et de lui permettre de prendre de meilleures décisions d'affaires.",INFO,CLIENT,EXTERN,ECONOM,BWN01,'Trade and Market Expansion','Croissance du commerce et des marchés',EML,N,,,N,NA,NA,NA,NA,Y,Y,"The online services, Account Registration/Enrollment and Authentication/Online Application/Online Decision, are not applicable as this is an information service and clients are not required to identify themselves.","Les services en ligne, l’enregistrement/inscription du compte, l’authentification, le demande et décision, ne s’appliquent pas parce qu’il s’agit d’un service d’information et que les clients n’ont pas à s’identifier.",2019-2020,2021-2022,NA,NA,14,NA,129897,NA,NA,NA,135,NA,NA,135,The columns for number of applications were left blank because this is an online information service.,Les colonnes du nombre de demandes ont été laissées en blanc parce qu’il s’agit d’un service d’information en ligne.,https://agriculture.canada.ca/en/international-trade/market-intelligence/agri-food-market-intelligence-service,https://agriculture.canada.ca/fr/commerce-international/renseignements-marches/service-dinformation-marches-agroalimentaires,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,131,Office of Intellectual Property and Commercialization,Bureau de la propriété intellectuelle et de la commercialisation (BPIC),Supports the development and transfer of the results of research efforts by the Science and Technology Branch (STB) of Agriculture and Agri-Food Canada (AAFC).,Appuie le développement et le transfert des résultats des activités de recherche par la Direction générale des sciences et de la technologie (DGST) d'Agriculture et Agroalimentaire Canada (AAC).,RES,CLIENT,EXTERN,ECONOM,BWO01,'Foundational Science and Research','Science et recherche fondamentales',"EML,ONL",N,,,N,N,N,N,N,N,Y,,,2022-2023,2020-2021,N,N,0,NA,NA,NA,0,0,64,NA,NA,64,"Phone application are blank because the submission of a completed application form is required. 

Online applications is not applicable because AAFC does not offer an online channel for this service at this time. 

Fax applications is blank because AAFC does not offer a fax channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment. 

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/science/technology-transfer-and-licensing-agriculture/office-intellectual-property-and-commercialization,https://agriculture.canada.ca/fr/science/transfert-licences-technologie-agriculture/bureau-propriete-intellectuelle-commercialisation,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,132,Saint-Hyacinthe Research and Development Centre's Industrial Program,Programme industriel du Centre de recherche et de développement de Saint-Hyacinthe,Provides clients with direct access to sophisticated equipment and a versatile R&D environment to support agri-food companies with small-scale food processing and testing needs and fosters innovation in the area of food research.,Donne aux clients un accès direct à l'équipement de pointe et à un environnement de R-D polyvalent pour aider les entreprises agroalimentaires à répondre à leurs besoins de transformation d'aliments et d'évaluation à petite échelle et pour favoriser l'innovation dans le domaine de la recherche sur les aliments.,RES,CLIENT,EXTERN,ECONOM,BWO01,'Foundational Science and Research','Science et recherche fondamentales',"EML,ONL,PERSON,POST,TEL",N,,,Y,N,N,Y,N,N,Y,,,2019-2020,2020-2021,NA,Y,19,NA,NA,35,0,0,0,NA,NA,35,"Phone application are blank because the submission of a completed application form is required. 

Fax applications is blank because AAFC does not offer a fax channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/agricultural-programs-and-services/agriculture-and-agri-food-canada-saint-hyacinthe-research-and-development-centres-industrial-program,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-industriel-du-centre-recherche-developpement-dagriculture-agroalimentaire-canada-saint,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV02748,Supply Management Processing Investment Fund,Le Fonds d'investissement pour la transformation des produits sous la gestion de l'offre,"The program provides non-repayable contributions to support investments in dairy, poultry, and egg processing facilities that improve productivity and/or efficiency through the purchase of new automated equipment and technology.","Le programme fournit une contribution non remboursable pour soutenir les investissements dans les installations de transformation de produits laitiers, de la volaille et des œufs qui amélioreront la productivité et/ou l'efficacité grâce à l'acquisition de nouveaux équipements et technologies automatisés.","GNC,RES",CLIENT,EXTERN,ECONOM,BWN04,'Supply Management Initiatives',"""Initiatives de gestion de l'offre""","EML,ONL,POST,TEL",N,,,N,N,N,Y,Y,Y,Y,,,2022-2023,2022-2023,NA,Y,27,NA,NA,NA,NA,0,36,NA,NA,36,"Phone application are blank because the submission of a completed application form is required. 

Online applications is not applicable because AAFC does not offer an online channel for this service at this time. 

In-person applications is blank because AAFC does not offer an in-person channel for this service.

Fax applications is blank because AAFC does not offer a fax channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",Supply Management Processing Investment Fund - Step 1. What this program offers - agriculture.canada.ca,https://agriculture.canada.ca/fr/programmes-services-agricoles/fonds-dinvestissement-transformation-produits-gestion-loffre,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV02747,The Poultry and Egg-On Farm Investment Program,Le Programme d'investissement à la ferme pour la volaille et les œufs,The program aims to help supply-managed poultry and egg producers adapt to market changes resulting from the implementation of the Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),Le programme vise à aider les producteurs de volaille et d'œufs soumis à la gestion de l'offre à s'adapter aux changements du marché résultant de la mise en œuvre de l'Accord de partenariat transpacifique global et progressiste (PTPGP).,"GNC,RES",CLIENT,EXTERN,ECONOM,BWN04,'Supply Management Initiatives',"""Initiatives de gestion de l'offre""","EML,FAX,ONL,POST,TEL",N,,,N,Y,Y,Y,Y,Y,Y,,,2022-2023,2022-2023,Y,Y,582,NA,NA,906,NA,1,3,0,NA,910,"Phone application are blank because the submission of a completed application form is required. 

In-person applications is blank because AAFC does not offer an in-person channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.",https://agriculture.canada.ca/en/agricultural-programs-and-services/poultry-and-egg-farm-investment-program,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-dinvestissement-ferme-volaille-oeufs,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV03058,Wine Sector Support Program,Programme d'aide au secteur du vin,The program aims to provide short-term financial support to licensed Canadian wineries as they transition and adapt to ongoing and emerging challenges impacting the financial resilience and competitiveness of the wine industry.,L'objectif du programme est d'apporter une aide financière à court terme aux établissements vinicoles canadiens autorisés afin de les aider à faire la transition et à s'adapter aux défis actuels et émergents qui menacent la résilience financière et la capacité concurrentielle de l'industrie vinicole.,"GNC,RES",CLIENT,EXTERN,NGO,BWN02,'Sector Engagement and Development','Mobilisation et développement du secteur',"EML,FAX,ONL,TEL",N,,,N,N,N,N,N,Y,Y,,,2022-2023,2022-2023,NA,Y,108,NA,NA,0,NA,0,457,NA,NA,457,"Phone application are blank because the submission of a completed application form is required. 

Online applications is not applicable because AAFC does not offer an online channel for this service at this time. 

In-person applications is blank because AAFC does not offer an in-person channel for this service.

Fax applications is blank because AAFC does not offer a fax channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/programs/wine-sector-support,https://agriculture.canada.ca/en/programs/wine-sector-support/step-4-how-apply,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,145,Youth Employment and Skills Program,Programme d’emploi et de compétences des jeunes,Provides funding to organizations for the creation of agricultural internships that provide young Canadians with meaningful career-related work experiences.,Offre du financement aux organisations pour la création de stages en agriculture qui permettent aux jeunes Canadiens d'acquérir des expériences professionnelles utiles.,"GNC,RES",CLIENT,EXTERN,ECONOM,BWN02,'Sector Engagement and Development','Mobilisation et développement du secteur',"EML,ONL,POST,TEL",N,,,N,N,N,N,N,Y,Y,,,,2023-2024,NA,Y,214,NA,NA,1601,NA,0,290,0,NA,1891,"Phone application are blank because the submission of a completed application form is required. 

Online applications is not applicable because AAFC does not offer an online channel for this service at this time. 

Fax applications is blank because AAFC does not offer a fax channel for this service.

In-person applications is blank because AAFC does not offer an in-person channel for this service.","La présentation de demandes par téléphone ne s’applique pas, car un formulaire de demande dûment rempli doit être présenté. 

La présentation de demandes en ligne ne s’applique pas, car AAC n’offre pas de services en ligne pour ce service pour le moment. 

La présentation de demandes en personne ne s’applique pas, car AAC n’offre pas de services en personne pour ce service.

La présentation de demandes par télécopieur ne s’applique pas, car AAC n’offre pas de services par télécopieur pour ce service.",https://agriculture.canada.ca/en/agricultural-programs-and-services/youth-employment-and-skills-program,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-demploi-competences-jeunes,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,1910,Celebration and Commemoration - Celebrate Canada,Célébrations et commémorations - Le Canada en fête,"Celebrate Canada supports community-based activities celebrating and promoting National Indigenous Peoples Day, Saint-Jean-Baptiste Day, Canadian Multiculturalism Day, and
Canada Day.","Le Canada en fête soutient des activités communautaires pour célébrer et promouvoir la Journée nationale des peuples autochtones, la Saint-Jean-Baptiste, la Journée canadienne du multiculturalisme, et la fête du Canada",GNC,CLIENT,EXTERN,NGO,BSE01,"'National Celebrations, Commemorations and Symbols'","'Célébrations, commémorations, symboles nationaux'",EML,N,,,N,Y,Y,Y,N,Y,N,,,,,N,Y,811,0,19532,1487,0,0,284,0,0,1771,,,https://www.canada.ca/en/canadian-heritage/services/funding/celebrate-canada.html,https://www.canada.ca/fr/patrimoine-canadien/services/financement/canada-fete.html,pch,Canadian Heritage | Patrimoine canadien
2023-2024,SRV03209,Celebration and Commemoration - Commemorate Canada,Célébrations et commémorations - Commémoration Canada,"Commemorate Canada supports initiatives that commemorate and celebrate historical figures, places, events and accomplishments of national significance, as well as activities marking the National Day for Truth and Reconciliation / Orange Shirt Day.","Commémoration Canada soutient des initiatives qui commémorent ou célèbrent des personnes, des lieux, des réalisations et des événements marquants à l’échelle nationale, ainsi que des activités soulignant la Journée nationale de la vérité et de la réconciliation / Journée du chandail orange.",GNC,CLIENT,EXTERN,NGO,BSE01,"'National Celebrations, Commemorations and Symbols'","'Célébrations, commémorations, symboles nationaux'","EML,TEL",N,,,N,N,N,N,N,N,N,,,,2023-2024,NA,Y,189,0,7496,0,0,0,393,0,0,393,,,https://www.canada.ca/en/canadian-heritage/services/funding/commemorate-canada.html,https://www.canada.ca/fr/patrimoine-canadien/services/financement/commemoration-canada.html,pch,Canadian Heritage | Patrimoine canadien
2023-2024,1920,Support for Hosting - Canada Games,Soutien pour l'acceuil - Jeux du Canada,The Canada Games provides funding to organizations that are duly incorporated for the staging of the Games (known as Host Societies or Organizing Committees).,Les Jeux du Canada apporte un soutien financier aux organismes dûment constitués pour l’organisation des Jeux (connus sous le nom de sociétés hôtes ou comités organisateurs).,GNC,CLIENT,EXTERN,NGO,BSF01,'Sport Development and High Performance','Développement du sport et performance de haut niveau',"EML,POST,TEL",N,,,N,N,N,N,N,N,N,,,,2020-2021,NA,NA,10,0,507,0,0,0,1,0,0,1,,,https://www.canada.ca/en/canadian-heritage/services/funding/hosting-program/canada-games.html,https://www.canada.ca/fr/patrimoine-canadien/services/financement/programme-accueil/jeux-canada.html,pch,Canadian Heritage | Patrimoine canadien
2023-2024,SRV03212,Support for Hosting - International Multisport Games for Aboriginal Peoples and Persons with a Disability,Soutien pour l'acceuil - Jeux internationaux multisports pour les Autochtones et les personnes ayant un handicap,"The International Multisport Games for Aboriginal Peoples and Persons with a Disability provides competitive opportunities for designated, under-represented groups in Canada that face systemic barriers to sport participation.",Les Jeux internationaux multisports pour les Autochtones et les personnes ayant un handicap offre des occasions de compétitions aux groupes sous-représentés désignés au Canada qui ont de la difficulté à faire du sport en raison d'obstacles systématiques.,GNC,CLIENT,EXTERN,NGO,BSF01,'Sport Development and High Performance','Développement du sport et performance de haut niveau',"EML,POST,TEL",N,,,N,N,N,N,N,N,N,,,,2020-2021,NA,NA,0,0,250,0,0,0,0,0,0,0,,,https://www.canada.ca/en/canadian-heritage/services/funding/hosting-program/international-multisport-games-aboriginal-disability.html,https://www.canada.ca/fr/patrimoine-canadien/services/financement/programme-accueil/jeux-internationaux-multisports-autochtones-handicap.html,pch,Canadian Heritage | Patrimoine canadien
2023-2024,SRV03214,Support for Hosting - International Single Sport Events,Soutien pour l'acceuil - Manifestations internationales unisport,"The International Single Sport Events assists national sport organizations in hosting international single sport events in Canada, such as World Championships, Olympic or Paralympic qualification events and World Cups.","Le volet Manifestations internationales unisport aide les organismes nationaux de sport à tenir des manifestations internationales unisport au Canada, comme des championnats du monde, des épreuves de qualification pour les Jeux olympiques ou paralympiques et des coupes du monde.",GNC,CLIENT,EXTERN,NGO,BSF01,'Sport Development and High Performance','Développement du sport et performance de haut niveau',"EML,POST,TEL",N,,,N,N,N,N,N,N,N,,,,2020-2021,NA,NA,32,0,996,0,0,0,92,0,0,92,,,https://www.canada.ca/en/canadian-heritage/services/funding/hosting-program/international-single-sport-events.html,https://www.canada.ca/fr/patrimoine-canadien/services/financement/programme-accueil/manifestations-internationales-unisport.html,pch,Canadian Heritage | Patrimoine canadien
2023-2024,SRV03216,International Major Multisport Games,Grands Jeux internationaux multisports,"The International Major Multisport Games component supports large, multisport games that are governed by an international sport franchise holder with links to international sport federations.",Le volet Grands Jeux internationaux multisports soutient les grands Jeux multisports régis par un organisme international de sport détenteur des droits des Jeux en lien avec les fédérations internationales de sport.,GNC,CLIENT,EXTERN,NGO,BSF01,'Sport Development and High Performance','Développement du sport et performance de haut niveau',"EML,POST,TEL",N,,,N,N,N,N,N,N,N,,,,2020-2021,NA,NA,0,0,316,0,0,0,2,0,0,2,,,https://www.canada.ca/en/canadian-heritage/services/funding/hosting-program/international-major-multisport-games.html,https://www.canada.ca/fr/patrimoine-canadien/services/financement/programme-accueil/grands-jeux-internationaux-multisports.html,pch,Canadian Heritage | Patrimoine canadien
2023-2024,2032,Athlete Assistance,Aide aux athlètes,Athlete Assistance seeks to relieve some of the financial pressures associated with preparing for and participating in international sport and assists high-performance Canadian athletes to combine their sport and academic or working careers while training intensively in pursuit of world-class performances.,L’aide aux athlètes vise à réduire le fardeau financier lié à la préparation et à la participation à des compétitions de niveau international et permet aux athlètes de haut niveau de poursuivre leurs études ou leur carrière professionnelle tout en s’entraînant avec intensité dans le but de réaliser des performances de premier ordre.,GNC,CLIENT,EXTERN,PERSON,BSF01,'Sport Development and High Performance','Développement du sport et performance de haut niveau',EML,N,,,N,N,N,N,N,N,N,,,,2022-2023,NA,NA,13,0,15135,0,0,0,1918,0,0,1918,,,https://www.canada.ca/en/canadian-heritage/services/funding/athlete-assistance.html,https://www.canada.ca/fr/patrimoine-canadien/services/financement/aide-aux-athletes.html,pch,Canadian Heritage | Patrimoine canadien
2023-2024,1921,Sport Support - National Sport Organization,Soutien au sport - Organismes nationaux de sport,The National Sport Organization funds eligible organizations for programming that supports the development of the Canadian sport system.,Le volet Organismes nationaux de sport fournit du financement aux organismes admissibles pour des activités qui appuient le développement du système sportif canadien.,GNC,CLIENT,EXTERN,NGO,BSF01,'Sport Development and High Performance','Développement du sport et performance de haut niveau',"EML,PERSON,POST,TEL",N,,,N,Y,Y,N,N,Y,N,,,,2020-2021,NA,NA,183,0,3789,0,0,0,231,0,0,231,,,https://www.canada.ca/en/canadian-heritage/services/funding/sport-support/national-organization.html,https://www.canada.ca/fr/patrimoine-canadien/services/financement/soutien-sport/organismes-nationaux.html,pch,Canadian Heritage | Patrimoine canadien
2023-2024,SRV03239,Sport Support - National Multisport Services Organization,Soutien au sport - Organismes nationaux de services multisports,The National Multisport Services Organization funds eligible National Multisport Services Organizations for programs and/or services to the national sport community to advance sport development in Canada.,Le volet des organismes nationaux de services multisports fournit du financement aux organismes nationaux de services multisports admissibles pour des programmes et/ou des services offerts à la communauté sportive nationale afin de promouvoir le développement du Sport au Canada.,GNC,CLIENT,EXTERN,NGO,BSF01,'Sport Development and High Performance','Développement du sport et performance de haut niveau',"EML,PERSON,POST,TEL",N,,,N,Y,Y,Y,N,Y,N,,,,2020-2021,NA,NA,0,0,1184,0,0,0,58,0,0,58,,,https://www.canada.ca/en/canadian-heritage/services/funding/sport-support/multisport.html,https://www.canada.ca/fr/patrimoine-canadien/services/financement/soutien-sport/multisports.html,pch,Canadian Heritage | Patrimoine canadien
2023-2024,SRV03244,Sport Support - Canadian Sport Centre,Soutien au sport - Centre canadien multisport,The Canadian Sport Centre funds eligible organizations for programming that supports the development of Canadian athletes and coaches.,Le volet Centre canadien multisport fournit du financement aux organismes admissibles pour des activités qui appuient le développement des athlètes et des entraîneurs canadiens.,GNC,CLIENT,EXTERN,NGO,BSF01,'Sport Development and High Performance','Développement du sport et performance de haut niveau',"EML,PERSON,POST,TEL",N,,,N,Y,Y,N,N,Y,N,,,,2020-2021,NA,NA,0,0,2329,0,0,0,27,0,0,27,,,https://www.canada.ca/en/canadian-heritage/services/funding/sport-support/sport-centre.html,https://www.canada.ca/fr/patrimoine-canadien/services/financement/soutien-sport/centre-multisport.html,pch,Canadian Heritage | Patrimoine canadien
2023-2024,SRV03246,Sport Support - Sport for Social Development in Indigenous Communities,Soutien au sport - Sport au service du développement social dans les communautés autochtones,"The Sport for Social Development in Indigenous Communities supports Indigenous governments, communities and other not-for-profit Indigenous organizations, as well as non-Indigenous not-for-profit delivery organizations in authentic partnership with an Indigenous organization(s) to deliver sport for social development projects in Indigenous communities in Canada.","Le volet Sport au service du développement social dans les communautés autochtones offre un soutien aux gouvernements, aux communautés et aux organismes autochtones à but non lucratif, ainsi qu’aux organisations de livraison non autochtones à but non lucratif en partenariat authentique avec une ou des organisations autochtones pour réaliser des projets de sport au service du développement social dans les communautés autochtones au Canada.",GNC,CLIENT,EXTERN,NGO,BSF01,'Sport Development and High Performance','Développement du sport et performance de haut niveau',"EML,PERSON,POST,TEL",N,,,N,N,N,N,N,N,N,,,,2020-2021,NA,NA,0,0,0,0,0,0,423,0,0,423,,,https://www.canada.ca/en/canadian-heritage/services/funding/sport-support/stream-two.html,https://www.canada.ca/fr/patrimoine-canadien/services/financement/soutien-sport/deuxieme-composante.html,pch,Canadian Heritage | Patrimoine canadien
2023-2024,1822,Public and media enquiries,Demandes de renseignements du public et des médias,Enquiries from the public and/or media regarding the organization,Demandes de renseignements du public et des médias concernant l’organisation,INFO,SOCIETY,EXTERN,PERSON,BVM01,'Patented Medicine Price Regulation Program','Le programme de réglementation du prix des médicaments brevetés',"EML,POST,TEL",N,,,N,NA,NA,NA,NA,NA,NA,"Media enquiries can be addressed to the PMPRB email or directly to the individual. There is no online portal; given the small size of the organization, there is no intent to implement an online portal.","Les demandes de renseignements des médias peuvent être envoyées à l'adresse courriel du CEPMB ou directement à la personne concernée. Il n'y a pas de portail en ligne; vu la petite taille de l'organisation, on n'entend pas mettre en œuvre un portail en ligne.",,,NA,NA,0,0,14725,0,0,0,82,0,0,82,,,,,pmprb-cepmb,Patented Medicine Prices Review Board Canada | Conseil d'examen du prix des médicaments brevetés Canada
